# Wall heat-flux
# Time        	patch         	min           	max           	integral      
1.90106       	solid_to_fluid	-2.271268e+03	-2.366495e+02	-1.666054e+00
1.90127       	bodyBottom	4.597802e+05	4.640712e+05	1.842572e+02
1.90127       	solid_to_fluid	-2.271320e+03	-2.366699e+02	-1.666146e+00
1.90148       	bodyBottom	4.597299e+05	4.640209e+05	1.842371e+02
1.90148       	solid_to_fluid	-2.271371e+03	-2.366904e+02	-1.666239e+00
1.90169       	bodyBottom	4.596796e+05	4.639707e+05	1.842169e+02
1.90169       	solid_to_fluid	-2.271422e+03	-2.367109e+02	-1.666331e+00
1.9019        	bodyBottom	4.596292e+05	4.639205e+05	1.841968e+02
1.9019        	solid_to_fluid	-2.271474e+03	-2.367314e+02	-1.666424e+00
1.90211       	bodyBottom	4.595789e+05	4.638702e+05	1.841767e+02
1.90211       	solid_to_fluid	-2.271525e+03	-2.367518e+02	-1.666517e+00
1.90233       	bodyBottom	4.595286e+05	4.638200e+05	1.841566e+02
1.90233       	solid_to_fluid	-2.271576e+03	-2.367723e+02	-1.666609e+00
1.90254       	bodyBottom	4.594783e+05	4.637698e+05	1.841365e+02
1.90254       	solid_to_fluid	-2.271627e+03	-2.367928e+02	-1.666702e+00
1.90275       	bodyBottom	4.594280e+05	4.637196e+05	1.841164e+02
1.90275       	solid_to_fluid	-2.271679e+03	-2.368132e+02	-1.666795e+00
1.90296       	bodyBottom	4.593777e+05	4.636694e+05	1.840963e+02
1.90296       	solid_to_fluid	-2.271730e+03	-2.368337e+02	-1.666887e+00
1.90317       	bodyBottom	4.593274e+05	4.636192e+05	1.840762e+02
1.90317       	solid_to_fluid	-2.271781e+03	-2.368541e+02	-1.666980e+00
1.90338       	bodyBottom	4.592772e+05	4.635690e+05	1.840561e+02
1.90338       	solid_to_fluid	-2.271833e+03	-2.368746e+02	-1.667073e+00
1.90359       	bodyBottom	4.592269e+05	4.635188e+05	1.840360e+02
1.90359       	solid_to_fluid	-2.271884e+03	-2.368950e+02	-1.667165e+00
1.90381       	bodyBottom	4.591766e+05	4.634686e+05	1.840159e+02
1.90381       	solid_to_fluid	-2.271935e+03	-2.369154e+02	-1.667258e+00
1.90402       	bodyBottom	4.591264e+05	4.634185e+05	1.839958e+02
1.90402       	solid_to_fluid	-2.271986e+03	-2.369359e+02	-1.667351e+00
1.90423       	bodyBottom	4.590761e+05	4.633683e+05	1.839757e+02
1.90423       	solid_to_fluid	-2.272038e+03	-2.369563e+02	-1.667443e+00
1.90444       	bodyBottom	4.590259e+05	4.633181e+05	1.839556e+02
1.90444       	solid_to_fluid	-2.272089e+03	-2.369768e+02	-1.667536e+00
1.90465       	bodyBottom	4.589756e+05	4.632680e+05	1.839355e+02
1.90465       	solid_to_fluid	-2.272140e+03	-2.369972e+02	-1.667629e+00
1.90486       	bodyBottom	4.589254e+05	4.632178e+05	1.839154e+02
1.90486       	solid_to_fluid	-2.272191e+03	-2.370176e+02	-1.667722e+00
1.90507       	bodyBottom	4.588752e+05	4.631677e+05	1.838954e+02
1.90507       	solid_to_fluid	-2.272243e+03	-2.370380e+02	-1.667815e+00
1.90529       	bodyBottom	4.588249e+05	4.631175e+05	1.838753e+02
1.90529       	solid_to_fluid	-2.272294e+03	-2.370584e+02	-1.667907e+00
1.9055        	bodyBottom	4.587747e+05	4.630674e+05	1.838552e+02
1.9055        	solid_to_fluid	-2.272345e+03	-2.370788e+02	-1.668000e+00
1.90571       	bodyBottom	4.587245e+05	4.630173e+05	1.838351e+02
1.90571       	solid_to_fluid	-2.272396e+03	-2.370992e+02	-1.668093e+00
1.90592       	bodyBottom	4.586743e+05	4.629672e+05	1.838151e+02
1.90592       	solid_to_fluid	-2.272447e+03	-2.371196e+02	-1.668186e+00
1.90613       	bodyBottom	4.586241e+05	4.629170e+05	1.837950e+02
1.90613       	solid_to_fluid	-2.272499e+03	-2.371400e+02	-1.668279e+00
1.90634       	bodyBottom	4.585739e+05	4.628669e+05	1.837749e+02
1.90634       	solid_to_fluid	-2.272550e+03	-2.371604e+02	-1.668372e+00
1.90655       	bodyBottom	4.585237e+05	4.628168e+05	1.837549e+02
1.90655       	solid_to_fluid	-2.272601e+03	-2.371808e+02	-1.668465e+00
1.90677       	bodyBottom	4.584735e+05	4.627667e+05	1.837348e+02
1.90677       	solid_to_fluid	-2.272652e+03	-2.372012e+02	-1.668558e+00
1.90698       	bodyBottom	4.584233e+05	4.627166e+05	1.837147e+02
1.90698       	solid_to_fluid	-2.272703e+03	-2.372216e+02	-1.668650e+00
1.90719       	bodyBottom	4.583732e+05	4.626665e+05	1.836947e+02
1.90719       	solid_to_fluid	-2.272755e+03	-2.372419e+02	-1.668743e+00
1.9074        	bodyBottom	4.583230e+05	4.626165e+05	1.836746e+02
1.9074        	solid_to_fluid	-2.272806e+03	-2.372623e+02	-1.668836e+00
1.90761       	bodyBottom	4.582728e+05	4.625664e+05	1.836546e+02
